mu,sigma,runtime,fn.evals,n,gp
0.38171574345645176,0.7047724586820504,0.390625,18.0,6000.0,1.0
0.34504940791873573,0.6799084596423449,0.546875,12.0,7000.0,2.0
0.3754386269225445,0.649630740085486,0.046875,11.0,8000.0,3.0
0.4025930594097754,0.6464290021376128,0.125,13.0,9000.0,4.0
0.32665569317260346,0.677762138236728,0.21875,16.0,5000.0,0.0
0.36005761663975905,0.6797686857082529,0.40625,13.0,6000.0,1.0
0.4425891287554374,0.6516974090466681,0.359375,18.0,7000.0,2.0
0.3705447465234419,0.6214379131995003,0.28125,11.0,8000.0,3.0
0.35537883651099883,0.6669777969190503,0.078125,10.0,9000.0,4.0
0.4117581730083301,0.7739445658891567,0.171875,11.0,5000.0,0.0
0.3909586119973961,0.6925880846131746,0.40625,11.0,6000.0,1.0
0.3473553632077513,0.6644996942835338,0.3125,8.0,7000.0,2.0
0.30918617745054233,0.6549124781504361,0.1875,10.0,8000.0,3.0
0.3979685599598197,0.6959482915592575,0.3125,15.0,9000.0,4.0
0.4391947554163429,0.8113932304433134,0.375,13.0,5000.0,0.0
0.4005254728728995,0.7480553441087758,0.421875,12.0,6000.0,1.0
0.4274346037250158,0.6930265160548994,0.265625,14.0,7000.0,2.0
0.40735605732146823,0.667869293812274,0.34375,15.0,8000.0,3.0
0.3892943163038211,0.6547174979961197,0.21875,12.0,9000.0,4.0
0.3866450299440594,0.7346082863329548,0.484375,13.0,5000.0,0.0
0.40816879300776104,0.6925120310729285,0.078125,14.0,6000.0,1.0
0.3847195986172255,0.706542437401027,0.484375,10.0,7000.0,2.0
0.3869424345996005,0.6507948330690535,0.359375,12.0,8000.0,3.0
0.363763306128436,0.6116763930774135,0.390625,16.0,9000.0,4.0
0.4386528099315775,0.8003331826748568,0.421875,20.0,5000.0,0.0
0.3533583642844262,0.7250397039537041,0.109375,11.0,6000.0,1.0
0.43584456773436875,0.7069315038939619,0.359375,12.0,7000.0,2.0
0.36937459912377457,0.695958408558332,0.46875,14.0,8000.0,3.0
0.4184834019182712,0.6676542261803502,0.296875,15.0,9000.0,4.0
0.35092736079312004,0.6867445827268526,0.375,9.0,5000.0,0.0
0.3930606782978896,0.6988456694480294,0.171875,14.0,6000.0,1.0
0.41013261603079415,0.666271219748784,0.09375,18.0,7000.0,2.0
0.39095595808241945,0.6808930152611397,0.375,19.0,8000.0,3.0
0.37415870362214304,0.6331567440541841,0.140625,13.0,9000.0,4.0
0.3418035802788634,0.7423537992304624,0.359375,13.0,5000.0,0.0
0.3466255246610055,0.6824881675606045,0.296875,10.0,6000.0,1.0
0.36685276330859795,0.7686148457199177,0.046875,11.0,7000.0,2.0
0.36564764664490185,0.7392509178064842,0.484375,17.0,8000.0,3.0
0.3410995272501946,0.6664214117667262,0.21875,14.0,9000.0,4.0
0.365709685545869,0.7378704166349217,0.328125,11.0,5000.0,0.0
0.38620923197454987,0.745377371861062,0.53125,25.0,6000.0,1.0
0.35449320153618935,0.6671773449664437,0.375,13.0,7000.0,2.0
0.3711740926956165,0.6781813015810966,0.4375,22.0,8000.0,3.0
0.3391541258433201,0.5889932303293793,0.328125,12.0,9000.0,4.0
0.40070219720423617,0.7475394334770666,0.265625,18.0,5000.0,0.0
0.3963956870068642,0.6784378532935763,0.421875,14.0,6000.0,1.0
0.3711556635154681,0.6152625887391513,0.15625,17.0,7000.0,2.0
0.36092880709447495,0.670815680995006,0.265625,9.0,8000.0,3.0
0.3958796323614556,0.6650664444425882,0.21875,12.0,9000.0,4.0
0.4165254461953468,0.75856838693133,0.328125,17.0,5000.0,0.0
0.3934591417014344,0.7150948073828536,0.390625,22.0,6000.0,1.0
0.386187605393792,0.7251101147673231,0.421875,22.0,7000.0,2.0
0.4103942596546865,0.6627397911909316,0.125,15.0,8000.0,3.0
0.379170013795167,0.662411396808036,0.5625,17.0,9000.0,4.0
0.39022442863474865,0.7528399672618973,0.375,17.0,5000.0,0.0
0.3000923616189046,0.7045228797240224,0.40625,20.0,6000.0,1.0
0.31069301107701547,0.7403030907835509,0.359375,9.0,7000.0,2.0
0.37301902676296733,0.7243098096814439,0.125,14.0,8000.0,3.0
0.34988683477106924,0.6913824836982966,0.484375,17.0,9000.0,4.0
0.384499084998665,0.7730795226530747,0.0625,13.0,5000.0,0.0
0.36862304161976206,0.708452103023258,0.125,13.0,6000.0,1.0
0.4094015083349745,0.6981407782695594,0.296875,14.0,7000.0,2.0
0.4324133940799911,0.6938469379486577,0.40625,20.0,8000.0,3.0
0.3437233818526351,0.6125399432726447,0.109375,13.0,9000.0,4.0
0.3864047933156476,0.7723784695526721,0.375,18.0,5000.0,0.0
0.3244358360319328,0.6588600521740359,0.484375,12.0,6000.0,1.0
0.3179080629261294,0.6430357243090283,0.109375,13.0,7000.0,2.0
0.303968483293558,0.7132104103072774,0.53125,20.0,8000.0,3.0
0.3677170473013331,0.6489458298084387,0.28125,10.0,9000.0,4.0
0.4295598781823348,0.7862296512546709,0.265625,13.0,5000.0,0.0
0.3752568194160663,0.7245934231376332,0.046875,9.0,6000.0,1.0
0.373312597388249,0.6551104933052332,0.40625,11.0,7000.0,2.0
0.34423611579752916,0.6152364065172298,0.140625,15.0,8000.0,3.0
